"spekear 1","",00:00:00.000,0.0,00:00:04.020,4.02,00:00:04.020,4.02,"машинист поезда №12 на приближении к станции тула"
"spekear 1","",00:00:04.030,4.03,00:00:06.040,6.04,00:00:02.010,2.01,"0"
"spekear 1","",00:00:06.040,6.04,00:00:08.930,8.93,00:00:02.890,2.89,"0"
"spekear 1","",00:00:08.930,8.93,00:00:11.110,11.11,00:00:02.180,2.18,"указание №8"
"spekear 1","",00:00:11.110,11.11,00:00:14.020,14.02,00:00:02.910,2.91,"время 14 часов 12 минут"
"spekear 1","",00:00:14.020,14.02,00:00:16.550,16.55,00:00:02.530,2.53,"машинисту поезда №№12"
"spekear 1","",00:00:16.550,16.55,00:00:18.460,18.46,00:00:01.910,1.91,"я дежурный по станции тула"
"spekear 1","",00:00:18.460,18.46,00:00:20.800,20.8,00:00:02.340,2.34,"разрешаю вам следовать на 3 путь"
"spekear 1","",00:00:20.800,20.8,00:00:23.820,23.82,00:00:03.020,3.02,"при запрешащающем показании входного н"
"spekear 1","",00:00:23.820,23.82,00:00:25.330,25.33,00:00:01.510,1.51,"маршрут приёма готов"
"spekear 1","",00:00:25.340,25.34,00:00:27.650,27.65,00:00:02.310,2.31,"диспетчер мылов"
"spekear 1","",00:00:27.650,27.65,00:00:31.340,31.34,00:00:03.690,3.69,"0"
"spekear 1","",00:00:31.350,31.35,00:00:32.890,32.89,00:00:01.540,1.54,"0"
"spekear 1","",00:00:32.890,32.89,00:00:35.160,35.16,00:00:02.270,2.27,"0"
"spekear 1","",00:00:35.160,35.16,00:00:38.140,38.14,00:00:02.980,2.98,"0"
"spekear 1","",00:00:38.140,38.14,00:00:41.010,41.01,00:00:02.870,2.87,"0"
"spekear 1","",00:00:41.020,41.02,00:00:42.780,42.78,00:00:01.760,1.76,"0"
"spekear 1","",00:00:42.780,42.78,00:00:44.830,44.83,00:00:02.050,2.05,"0"
"spekear 1","",00:00:44.830,44.83,00:00:45.610,45.61,00:00:00.780,0.78,"0"
"spekear 1","",00:00:45.610,45.61,00:00:47.745,47.745,00:00:02.135,2.135,"верно выполняйте"
"spekear 2","",00:00:00.000,0.0,00:00:04.020,4.02,00:00:04.020,4.02,"0"
"spekear 2","",00:00:04.030,4.03,00:00:06.040,6.04,00:00:02.010,2.01,"слушаю вас машинист "
"spekear 2","",00:00:06.040,6.04,00:00:08.930,8.93,00:00:02.890,2.89,"№12 дуров"
"spekear 2","",00:00:08.930,8.93,00:00:11.110,11.11,00:00:02.180,2.18,"0"
"spekear 2","",00:00:11.110,11.11,00:00:14.020,14.02,00:00:02.910,2.91,"0"
"spekear 2","",00:00:14.020,14.02,00:00:16.550,16.55,00:00:02.530,2.53,"0"
"spekear 2","",00:00:16.550,16.55,00:00:18.460,18.46,00:00:01.910,1.91,"0"
"spekear 2","",00:00:18.460,18.46,00:00:20.800,20.8,00:00:02.340,2.34,"0"
"spekear 2","",00:00:20.800,20.8,00:00:23.820,23.82,00:00:03.020,3.02,"0"
"spekear 2","",00:00:23.820,23.82,00:00:25.330,25.33,00:00:01.510,1.51,"0"
"spekear 2","",00:00:25.340,25.34,00:00:27.650,27.65,00:00:02.310,2.31,"0"
"spekear 2","",00:00:27.650,27.65,00:00:31.340,31.34,00:00:03.690,3.69,"0"
"spekear 2","",00:00:31.350,31.35,00:00:32.890,32.89,00:00:01.540,1.54,"указание №8"
"spekear 2","",00:00:32.890,32.89,00:00:35.160,35.16,00:00:02.270,2.27,"время 14 часов 20 минут"
"spekear 2","",00:00:35.160,35.16,00:00:38.140,38.14,00:00:02.980,2.98,"разрешаете следовать на 3 путь"
"spekear 2","",00:00:38.140,38.14,00:00:41.010,41.01,00:00:02.870,2.87,"при запрещающем показании входного н"
"spekear 2","",00:00:41.020,41.02,00:00:42.780,42.78,00:00:01.760,1.76,"маршрут приёма готов"
"spekear 2","",00:00:42.780,42.78,00:00:44.830,44.83,00:00:02.050,2.05,"машинист дуров"
"spekear 2","",00:00:44.830,44.83,00:00:45.610,45.61,00:00:00.780,0.78,"0"
"spekear 2","",00:00:45.610,45.61,00:00:47.745,47.745,00:00:02.135,2.135,"0"
"Эмоция","",00:00:00.000,0.0,00:00:04.020,4.02,00:00:04.020,4.02,"happy"
"Эмоция","",00:00:04.030,4.03,00:00:06.040,6.04,00:00:02.010,2.01,"neutral"
"Эмоция","",00:00:06.040,6.04,00:00:08.930,8.93,00:00:02.890,2.89,"neutral"
"Эмоция","",00:00:08.930,8.93,00:00:11.110,11.11,00:00:02.180,2.18,"happy"
"Эмоция","",00:00:11.110,11.11,00:00:14.020,14.02,00:00:02.910,2.91,"neutral"
"Эмоция","",00:00:14.020,14.02,00:00:16.550,16.55,00:00:02.530,2.53,"neutral"
"Эмоция","",00:00:16.550,16.55,00:00:18.460,18.46,00:00:01.910,1.91,"neutral"
"Эмоция","",00:00:18.460,18.46,00:00:20.800,20.8,00:00:02.340,2.34,"neutral"
"Эмоция","",00:00:20.800,20.8,00:00:23.820,23.82,00:00:03.020,3.02,"neutral"
"Эмоция","",00:00:23.820,23.82,00:00:25.330,25.33,00:00:01.510,1.51,"angry"
"Эмоция","",00:00:25.340,25.34,00:00:27.650,27.65,00:00:02.310,2.31,"angry"
"Эмоция","",00:00:27.650,27.65,00:00:31.340,31.34,00:00:03.690,3.69,"0"
"Эмоция","",00:00:31.350,31.35,00:00:32.890,32.89,00:00:01.540,1.54,"happy"
"Эмоция","",00:00:32.890,32.89,00:00:35.160,35.16,00:00:02.270,2.27,"neutral"
