"default","",00:00:00.000,0.0,00:00:03.420,3.42,00:00:03.420,3.42,"указание №44 время 4 часа 56 минут"
"default","",00:00:03.420,3.42,00:00:05.770,5.77,00:00:02.350,2.35,"машинисту поезда №2606"
"default","",00:00:05.770,5.77,00:00:07.400,7.4,00:00:01.630,1.63,"я дежурный по станции голубин"
"default","",00:00:07.400,7.4,00:00:11.070,11.07,00:00:03.670,3.67,"разрешаю вам следовать на 3 путь при запрещаюшем показании входного ""Н"""
"default","",00:00:11.080,11.08,00:00:12.820,12.82,00:00:01.740,1.74,"маршрут приема готов"
"default","",00:00:12.820,12.82,00:00:16.514,16.514,00:00:03.694,3.694,"диспетчер вилов "
"Эмоция","",00:00:00.000,0.0,00:00:03.420,3.42,00:00:03.420,3.42,"neutral"
"Эмоция","",00:00:03.420,3.42,00:00:05.770,5.77,00:00:02.350,2.35,"neutral"
"Эмоция","",00:00:05.770,5.77,00:00:07.400,7.4,00:00:01.630,1.63,"sad"
"Эмоция","",00:00:07.400,7.4,00:00:11.070,11.07,00:00:03.670,3.67,"neutral"
"Эмоция","",00:00:11.080,11.08,00:00:12.820,12.82,00:00:01.740,1.74,"neutral"
"Эмоция","",00:00:12.820,12.82,00:00:16.514,16.514,00:00:03.694,3.694,"neutral "
"Наличие речи","",00:00:00.000,0.0,00:00:00.540,0.54,00:00:00.540,0.54,"0"
"Наличие речи","",00:00:00.540,0.54,00:00:03.420,3.42,00:00:02.880,2.88,"1"
"Наличие речи","",00:00:03.420,3.42,00:00:05.770,5.77,00:00:02.350,2.35,"1"
"Наличие речи","",00:00:05.770,5.77,00:00:07.390,7.39,00:00:01.620,1.62,"1"
"Наличие речи","",00:00:07.390,7.39,00:00:11.080,11.08,00:00:03.690,3.69,"1"
"Наличие речи","",00:00:11.080,11.08,00:00:11.660,11.66,00:00:00.580,0.58,"0"
"Наличие речи","",00:00:11.660,11.66,00:00:12.810,12.81,00:00:01.150,1.15,"1"
"Наличие речи","",00:00:12.810,12.81,00:00:14.240,14.24,00:00:01.430,1.43,"1"
"Наличие речи","",00:00:14.240,14.24,00:00:16.514,16.514,00:00:02.274,2.274,"0"
