"default","",00:00:00.000,0.0,00:00:02.560,2.56,00:00:02.560,2.56,"понятно с первого пути вижу пригласительный сигнал"
"default","",00:00:02.570,2.57,00:00:04.290,4.29,00:00:01.720,1.72,"для отправления на станцию тула"
"default","",00:00:04.300,4.3,00:00:05.880,5.88,00:00:01.580,1.58,"по 4 пути"
"default","",00:00:05.890,5.89,00:00:07.050,7.05,00:00:01.160,1.16,"маршрут готов"
"default","",00:00:07.050,7.05,00:00:08.290,8.29,00:00:01.240,1.24,"машинист"
"default","",00:00:08.290,8.29,00:00:09.556,9.556,00:00:01.266,1.266,"сетчинов"
"Эмоция","",00:00:00.000,0.0,00:00:02.560,2.56,00:00:02.560,2.56,"neutral"
"Эмоция","",00:00:02.570,2.57,00:00:04.290,4.29,00:00:01.720,1.72,"neutral"
"Эмоция","",00:00:04.300,4.3,00:00:05.880,5.88,00:00:01.580,1.58,"neutral"
"Эмоция","",00:00:05.890,5.89,00:00:07.050,7.05,00:00:01.160,1.16,"neutral"
"Эмоция","",00:00:07.050,7.05,00:00:08.290,8.29,00:00:01.240,1.24,"neutral"
"Эмоция","",00:00:08.290,8.29,00:00:09.556,9.556,00:00:01.266,1.266,"neutral"
"Наличие речи","",00:00:00.000,0.0,00:00:00.340,0.34,00:00:00.340,0.34,"0"
"Наличие речи","",00:00:00.340,0.34,00:00:02.580,2.58,00:00:02.240,2.24,"1"
"Наличие речи","",00:00:02.590,2.59,00:00:04.290,4.29,00:00:01.700,1.7,"1"
"Наличие речи","",00:00:04.290,4.29,00:00:04.720,4.72,00:00:00.430,0.43,"0"
"Наличие речи","",00:00:04.720,4.72,00:00:05.890,5.89,00:00:01.170,1.17,"1"
"Наличие речи","",00:00:05.900,5.9,00:00:06.220,6.22,00:00:00.320,0.32,"0"
"Наличие речи","",00:00:06.230,6.23,00:00:07.050,7.05,00:00:00.820,0.82,"1"
"Наличие речи","",00:00:07.060,7.06,00:00:07.720,7.72,00:00:00.660,0.66,"0"
"Наличие речи","",00:00:07.720,7.72,00:00:08.290,8.29,00:00:00.570,0.57,"1"
"Наличие речи","",00:00:08.300,8.3,00:00:09.100,9.1,00:00:00.800,0.8,"1"
"Наличие речи","",00:00:09.100,9.1,00:00:09.556,9.556,00:00:00.456,0.456,"0"
