"default","",00:00:00.000,0.0,00:00:03.290,3.29,00:00:03.290,3.29,"на станции заречная по входной стрелке №2"
"default","",00:00:03.310,3.31,00:00:05.700,5.7,00:00:02.390,2.39,"скорость не более 8 км/ч"
"default","",00:00:05.710,5.71,00:00:07.606,7.606,00:00:01.896,1.896,"машинист антонов"
"Эмоция","",00:00:00.000,0.0,00:00:03.290,3.29,00:00:03.290,3.29,"neutral"
"Эмоция","",00:00:03.310,3.31,00:00:05.700,5.7,00:00:02.390,2.39,"neutral"
"Эмоция","",00:00:05.710,5.71,00:00:07.606,7.606,00:00:01.896,1.896,"neutral"
"Наличие речи","",00:00:00.000,0.0,00:00:03.280,3.28,00:00:03.280,3.28,"1"
"Наличие речи","",00:00:03.280,3.28,00:00:03.800,3.8,00:00:00.520,0.52,"0"
"Наличие речи","",00:00:03.800,3.8,00:00:05.710,5.71,00:00:01.910,1.91,"1"
"Наличие речи","",00:00:05.720,5.72,00:00:06.120,6.12,00:00:00.400,0.4,"0"
"Наличие речи","",00:00:06.120,6.12,00:00:07.606,7.606,00:00:01.486,1.486,"1"
