"default","",00:00:00.000,0.0,00:00:01.980,1.98,00:00:01.980,1.98,"я машинист поезда №45"
"default","",00:00:01.980,1.98,00:00:02.770,2.77,00:00:00.790,0.79,"антонов"
"default","",00:00:02.780,2.78,00:00:04.560,4.56,00:00:01.780,1.78,"на приближении к станции одесса"
"default","",00:00:04.560,4.56,00:00:08.053,8.053,00:00:03.493,3.493,"следую с неисправными устройствами безопасности"
"Эмоции","",00:00:00.000,0.0,00:00:01.980,1.98,00:00:01.980,1.98,"neutral"
"Эмоции","",00:00:01.980,1.98,00:00:02.770,2.77,00:00:00.790,0.79,"neutral"
"Эмоции","",00:00:02.780,2.78,00:00:04.560,4.56,00:00:01.780,1.78,"neutral"
"Эмоции","",00:00:04.560,4.56,00:00:08.053,8.053,00:00:03.493,3.493,"neutral"
"Наличие речи","",00:00:00.000,0.0,00:00:00.640,0.64,00:00:00.640,0.64,"0"
"Наличие речи","",00:00:00.640,0.64,00:00:01.970,1.97,00:00:01.330,1.33,"1"
"Наличие речи","",00:00:01.980,1.98,00:00:02.770,2.77,00:00:00.790,0.79,"1"
"Наличие речи","",00:00:02.780,2.78,00:00:04.560,4.56,00:00:01.780,1.78,"1"
"Наличие речи","",00:00:04.560,4.56,00:00:07.440,7.44,00:00:02.880,2.88,"1"
"Наличие речи","",00:00:07.440,7.44,00:00:08.053,8.053,00:00:00.613,0.613,"0"
