"default","",00:00:00.000,0.0,00:00:03.460,3.46,00:00:03.460,3.46,"вам открыт пригласительный сигнал на входном светофоре литерра ""Н"""
"default","",00:00:03.460,3.46,00:00:04.820,4.82,00:00:01.360,1.36,"на 3 свободный путь"
"default","",00:00:04.830,4.83,00:00:05.820,5.82,00:00:00.990,0.99,"маршрут приема готов"
"default","",00:00:05.830,5.83,00:00:07.397,7.397,00:00:01.567,1.567,"диспетчер клыков"
"Эмоция","",00:00:00.000,0.0,00:00:03.460,3.46,00:00:03.460,3.46,"neutral"
"Эмоция","",00:00:03.460,3.46,00:00:04.820,4.82,00:00:01.360,1.36,"neutral"
"Эмоция","",00:00:04.830,4.83,00:00:05.820,5.82,00:00:00.990,0.99,"neutral"
"Эмоция","",00:00:05.830,5.83,00:00:07.397,7.397,00:00:01.567,1.567,"neutral"
"Наличие речи","",00:00:00.000,0.0,00:00:00.390,0.39,00:00:00.390,0.39,"0"
"Наличие речи","",00:00:00.390,0.39,00:00:03.470,3.47,00:00:03.080,3.08,"1"
"Наличие речи","",00:00:03.470,3.47,00:00:04.810,4.81,00:00:01.340,1.34,"1"
"Наличие речи","",00:00:04.810,4.81,00:00:05.820,5.82,00:00:01.010,1.01,"1"
"Наличие речи","",00:00:05.820,5.82,00:00:07.140,7.14,00:00:01.320,1.32,"1"
"Наличие речи","",00:00:07.140,7.14,00:00:07.397,7.397,00:00:00.257,0.257,"0"
