"default","",00:00:00.000,0.0,00:00:00.960,0.96,00:00:00.960,0.96,"слушаю вас"
"default","",00:00:00.970,0.97,00:00:02.660,2.66,00:00:01.690,1.69,"машинист поезда №69"
"default","",00:00:02.670,2.67,00:00:04.445,4.445,00:00:01.775,1.775,"антонов"
"Эмоция","",00:00:00.000,0.0,00:00:00.960,0.96,00:00:00.960,0.96,"neutral"
"Эмоция","",00:00:00.970,0.97,00:00:02.660,2.66,00:00:01.690,1.69,"neutral"
"Эмоция","",00:00:02.670,2.67,00:00:04.445,4.445,00:00:01.775,1.775,"sad"
"Наличие речи","",00:00:00.000,0.0,00:00:00.410,0.41,00:00:00.410,0.41,"0"
"Наличие речи","",00:00:00.410,0.41,00:00:00.960,0.96,00:00:00.550,0.55,"1"
"Наличие речи","",00:00:00.970,0.97,00:00:02.670,2.67,00:00:01.700,1.7,"1"
"Наличие речи","",00:00:02.670,2.67,00:00:03.120,3.12,00:00:00.450,0.45,"0"
"Наличие речи","",00:00:03.120,3.12,00:00:04.000,4.0,00:00:00.880,0.88,"1"
"Наличие речи","",00:00:04.010,4.01,00:00:04.445,4.445,00:00:00.435,0.435,"0"
