"default","",00:00:00.000,0.0,00:00:01.410,1.41,00:00:01.410,1.41,"понятно"
"default","",00:00:01.410,1.41,00:00:03.920,3.92,00:00:02.510,2.51,"следую до запрещающего входного светофора б"
"default","",00:00:03.920,3.92,00:00:07.590,7.59,00:00:03.670,3.67,"будете принимать по указанию на свободный участок не занятого пути"
"default","",00:00:07.590,7.59,00:00:09.804,9.804,00:00:02.214,2.214,"машинист гагарин"
"Эмоция","",00:00:00.000,0.0,00:00:01.410,1.41,00:00:01.410,1.41,"neutral"
"Эмоция","",00:00:01.410,1.41,00:00:03.920,3.92,00:00:02.510,2.51,"neutral"
"Эмоция","",00:00:03.920,3.92,00:00:07.590,7.59,00:00:03.670,3.67,"neutral"
"Эмоция","",00:00:07.590,7.59,00:00:09.804,9.804,00:00:02.214,2.214,"neutral"
"Наличие речи","",00:00:00.000,0.0,00:00:00.420,0.42,00:00:00.420,0.42,"0"
"Наличие речи","",00:00:00.420,0.42,00:00:01.410,1.41,00:00:00.990,0.99,"1"
"Наличие речи","",00:00:01.410,1.41,00:00:03.910,3.91,00:00:02.500,2.5,"1"
"Наличие речи","",00:00:03.910,3.91,00:00:04.360,4.36,00:00:00.450,0.45,"0"
"Наличие речи","",00:00:04.360,4.36,00:00:07.600,7.6,00:00:03.240,3.24,"1"
"Наличие речи","",00:00:07.610,7.61,00:00:07.920,7.92,00:00:00.310,0.31,"0"
"Наличие речи","",00:00:07.920,7.92,00:00:09.000,9.0,00:00:01.080,1.08,"1"
"Наличие речи","",00:00:09.010,9.01,00:00:09.804,9.804,00:00:00.794,0.794,"0"
