"default","",00:00:00.010,0.01,00:00:01.330,1.33,00:00:01.320,1.32,"слушаю вас"
"default","",00:00:01.340,1.34,00:00:04.550,4.55,00:00:03.210,3.21,"машинист поезда №1283"
"default","",00:00:04.550,4.55,00:00:06.548,6.548,00:00:01.998,1.998,"иванов"
"Эмоция","",00:00:00.010,0.01,00:00:01.330,1.33,00:00:01.320,1.32,"neutral"
"Эмоция","",00:00:01.340,1.34,00:00:04.560,4.56,00:00:03.220,3.22,"neutral"
"Эмоция","",00:00:04.580,4.58,00:00:06.548,6.548,00:00:01.968,1.968,"neutral"
"Наличие речи","",00:00:00.000,0.0,00:00:00.700,0.7,00:00:00.700,0.7,"0"
"Наличие речи","",00:00:00.700,0.7,00:00:01.330,1.33,00:00:00.630,0.63,"1"
"Наличие речи","",00:00:01.340,1.34,00:00:04.560,4.56,00:00:03.220,3.22,"1"
"Наличие речи","",00:00:04.580,4.58,00:00:04.900,4.9,00:00:00.320,0.32,"0"
"Наличие речи","",00:00:04.900,4.9,00:00:05.550,5.55,00:00:00.650,0.65,"1"
"Наличие речи","",00:00:05.550,5.55,00:00:06.548,6.548,00:00:00.998,0.998,"0"
